,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Chris Carson,SEA,16,91,2,25,1.6,66,4.1,4,4.0
1,Russell Wilson,SEA,5,9,2,9,1.8,0,0.0,0,
2,D'Wayne Eskridge,SEA,2,22,1,12,6.0,10,5.0,1,2.0
3,Rashaad Penny,SEA,2,8,,6,3.0,2,1.0,0,
4,DeeJay Dallas,SEA,1,5,1,2,2.0,3,3.0,0,
5,Freddie Swain,SEA,1,5,,3,3.0,2,2.0,0,
7,Jonathan Taylor,IND,17,56,6,25,1.5,31,1.8,3,5.7
8,Nyheim Hines,IND,9,34,2,21,2.3,13,1.4,2,4.5
9,Carson Wentz,IND,4,23,0,23,5.8,0,0.0,0,
