,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Keenan Allen,LAC,13,9,100,0,7,66,7.3,34,3.8,8.6,1,9.0,1,7.7,0,91.8
1,Mike Williams,LAC,12,8,82,1,6,69,8.6,13,1.6,9.8,0,,2,16.7,0,113.9
2,Jared Cook,LAC,8,5,56,0,3,30,6.0,26,5.2,8.4,0,,0,0.0,0,83.3
3,Jalen Guyton,LAC,5,3,49,0,2,13,4.3,36,12.0,4.4,1,3.0,1,20.0,0,92.9
4,K.J. Hill,LAC,3,3,30,0,1,18,6.0,12,4.0,6.0,0,,0,0.0,0,108.3
5,Stephen Anderson,LAC,2,1,1,0,,-1,-1.0,2,2.0,7.5,0,,0,0.0,1,16.7
6,Justin Jackson,LAC,1,1,2,0,,-2,-2.0,4,4.0,-2.0,0,,0,0.0,0,79.2
7,Josh Palmer,LAC,1,1,17,0,1,17,17.0,0,0.0,17.0,0,,0,0.0,0,118.7
8,Donald Parham,LAC,1,0,0,0,,0,,0,,3.0,0,,0,0.0,0,39.6
10,Terry McLaurin,WAS,4,4,62,0,2,43,10.8,19,4.8,10.8,0,,0,0.0,0,118.7
11,Antonio Gibson,WAS,5,3,18,0,1,3,1.0,15,5.0,0.6,1,3.0,2,40.0,0,67.1
12,Logan Thomas,WAS,3,3,30,1,2,17,5.7,13,4.3,5.7,0,,0,0.0,0,147.9
13,Adam Humphries,WAS,2,2,10,0,,11,5.5,-1,-0.5,5.5,0,,0,0.0,0,87.5
14,Dyami Brown,WAS,4,1,-2,0,,-2,-2.0,0,0.0,9.8,0,,0,0.0,0,39.6
15,Cam Sims,WAS,1,1,17,0,1,17,17.0,0,0.0,17.0,0,,0,0.0,0,118.7
16,J.D. McKissic,WAS,1,0,0,0,,0,,0,,-14.0,0,,0,0.0,0,39.6
