,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Chris Boswell,PIT,2,2,3,3,0,0,,0
1,Pressley Harvin III,PIT,,,,,5,207,41.4,51
4,Tyler Bass,BUF,1,1,3,3,0,0,,0
5,Matt Haack,BUF,,,,,3,137,45.7,55
