,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Devin Duvernay,BAL,0,0,,0,0,4,67,16.8,0,30
3,Hunter Renfrow,LVR,0,0,,0,0,2,10,5.0,0,7
4,Henry Ruggs III,LVR,2,33,16.5,0,20,0,0,,0,0
