,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Carlos Hyde,JAX,9,44,3,26,2.9,18,2.0,0,
1,James Robinson,JAX,5,25,2,12,2.4,13,2.6,0,
2,Trevor Lawrence,JAX,1,-2,0,-2,-2.0,0,0.0,0,
3,Laviska Shenault Jr.,JAX,1,9,0,9,9.0,0,0.0,0,
5,Mark Ingram,HOU,26,85,4,27,1.0,58,2.2,1,26.0
6,Phillip Lindsay,HOU,8,25,1,17,2.1,8,1.0,0,
7,Tyrod Taylor,HOU,4,40,0,16,4.0,24,6.0,1,4.0
8,David Johnson,HOU,3,10,1,8,2.7,2,0.7,0,
