,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Trevor Lawrence,JAX,28,51,332,3,3,1,13,41,70.1,1,-2,0,-2,0,0,0,0,0,0,0
1,Carlos Hyde,JAX,0,0,0,0,0,0,0,0,,9,44,0,13,2,2,14,0,9,0,0
2,James Robinson,JAX,0,0,0,0,0,0,0,0,,5,25,0,7,6,3,29,0,15,1,0
3,Laviska Shenault Jr.,JAX,0,0,0,0,0,0,0,0,,1,9,0,9,10,7,50,0,14,0,0
4,DJ Chark,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,12,3,86,1,41,0,0
5,Marvin Jones,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,9,5,77,1,33,0,0
6,James O'Shaughnessy,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,8,6,48,0,22,0,0
7,Chris Manhertz,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,22,1,22,0,0
8,Tyron Johnson,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,0,6,0,0
9,Devin Smith,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
12,Tyrod Taylor,HOU,21,33,291,2,0,1,2,52,112.1,4,40,0,29,0,0,0,0,0,1,0
13,Mark Ingram,HOU,0,0,0,0,0,0,0,0,,26,85,1,11,1,0,0,0,0,0,0
14,Phillip Lindsay,HOU,0,0,0,0,0,0,0,0,,8,25,1,8,1,0,0,0,0,0,0
15,David Johnson,HOU,0,0,0,0,0,0,0,0,,3,10,0,5,4,3,18,1,9,0,0
16,Brandin Cooks,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,132,0,52,0,0
17,Pharaoh Brown,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,67,0,29,0,0
18,Danny Amendola,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,5,5,34,1,8,0,0
19,Chris Conley,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,27,0,17,0,0
20,Nico Collins,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,7,0,7,0,0
21,Rex Burkhead,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,6,0,6,0,0
22,Jordan Akins,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0
