,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Diontae Johnson,PIT,10,5,36,1,2,7,1.4,29,5.8,5.1,0,,0,0.0,0,92.1
1,JuJu Smith-Schuster,PIT,8,4,52,0,3,28,7.0,24,6.0,6.3,1,4.0,0,0.0,0,70.8
2,Chase Claypool,PIT,5,3,45,0,2,40,13.3,5,1.7,12.2,0,,0,0.0,0,89.6
3,James Washington,PIT,2,2,10,0,,-5,-2.5,15,7.5,-2.5,0,,0,0.0,0,87.5
4,Eric Ebron,PIT,2,1,19,0,1,17,17.0,2,2.0,11.5,0,,0,0.0,0,83.3
5,Pat Freiermuth,PIT,1,1,24,0,1,15,15.0,9,9.0,15.0,0,,0,0.0,0,118.7
6,Zach Gentry,PIT,1,1,-2,0,,-2,-2.0,0,0.0,-2.0,0,,0,0.0,0,79.2
7,Najee Harris,PIT,3,1,4,0,0,3,3.0,1,1.0,1.0,0,,0,0.0,0,42.4
9,Stefon Diggs,BUF,13,9,69,0,4,47,5.2,22,2.4,9.8,0,,0,0.0,0,81.9
10,Cole Beasley,BUF,13,8,60,0,1,35,4.4,25,3.1,6.0,0,,1,7.7,0,72.6
11,Dawson Knox,BUF,4,4,41,0,3,23,5.8,18,4.5,5.8,0,,0,0.0,0,109.4
12,Emmanuel Sanders,BUF,8,4,52,0,3,47,11.8,5,1.3,18.6,0,,0,0.0,0,70.8
13,Devin Singletary,BUF,5,3,8,0,0,2,0.7,6,2.0,1.0,0,,1,20.0,0,64.6
14,Gabriel Davis,BUF,5,2,40,1,2,21,10.5,19,9.5,13.2,0,,1,20.0,0,108.3
