,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Braxton Berrios,NYJ,7,5,51,0,2,33,6.6,18,3.6,5.6,0,,0,0.0,0,92.0
1,Corey Davis,NYJ,7,5,97,2,4,68,13.6,29,5.8,16.9,0,,1,14.3,0,153.3
2,Ryan Griffin,NYJ,6,3,22,0,1,11,3.7,11,3.7,4.0,0,,0,0.0,1,19.4
3,Tyler Kroft,NYJ,5,3,26,0,1,12,4.0,14,4.7,3.2,0,,0,0.0,0,73.7
4,Michael Carter,NYJ,2,1,14,0,1,2,2.0,12,12.0,0.0,0,,1,50.0,0,72.9
5,Ty Johnson,NYJ,3,1,11,0,0,4,4.0,7,7.0,9.7,0,,1,33.3,0,45.1
6,Denzel Mims,NYJ,1,1,40,0,1,30,30.0,10,10.0,30.0,0,,0,0.0,0,118.7
7,Elijah Moore,NYJ,4,1,-3,0,,-4,-4.0,1,1.0,23.0,0,,0,0.0,0,39.6
8,Jeff Smith,NYJ,1,0,0,0,,0,,0,,12.0,0,,0,0.0,0,39.6
10,Christian McCaffrey,CAR,9,9,89,0,6,5,0.6,84,9.3,0.6,1,9.0,0,0.0,0,107.9
11,D.J. Moore,CAR,8,6,80,0,5,63,10.5,17,2.8,11.8,0,,1,12.5,0,106.2
12,Terrace Marshall Jr.,CAR,6,3,26,0,1,13,4.3,13,4.3,8.7,0,,0,0.0,0,61.8
13,Dan Arnold,CAR,3,2,6,0,,3,1.5,3,1.5,5.0,0,,0,0.0,0,70.1
14,Chuba Hubbard,CAR,2,2,4,0,,0,0.0,4,2.0,0.0,0,,0,0.0,0,79.2
15,Robby Anderson,CAR,3,1,57,1,1,46,46.0,11,11.0,30.7,0,,0,0.0,0,121.5
16,Ian Thomas,CAR,2,1,17,0,1,2,2.0,15,15.0,7.5,0,,0,0.0,0,79.2
