,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Freddie Swain,SEA,0,0,,0,0,2,15,7.5,0,9
1,DeeJay Dallas,SEA,1,22,22.0,0,22,0,0,,0,0
4,Nyheim Hines,IND,0,0,,0,0,1,7,7.0,0,7
5,Isaiah Rodgers,IND,2,41,20.5,0,22,0,0,,0,0
