,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Greg Joseph,MIN,3,3,1,1,0,0,,0
1,Jordan Berry,MIN,,,,,8,402,50.3,63
4,Evan McPherson,CIN,3,3,2,2,0,0,,0
5,Kevin Huber,CIN,,,,,7,332,47.4,61
