,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Kirk Cousins,MIN,36,49,351,2,0,3,26,34,106.8,0,0,0,0,0,0,0,0,0,0,0
1,Justin Jefferson,MIN,1,1,11,0,0,0,0,11,112.5,0,0,0,0,9,5,71,0,34,0,0
2,Dalvin Cook,MIN,0,0,0,0,0,0,0,0,,20,61,1,17,7,6,43,0,9,1,1
3,Ameer Abdullah,MIN,0,0,0,0,0,0,0,0,,1,4,0,4,2,2,15,0,10,0,0
4,Alexander Mattison,MIN,0,0,0,0,0,0,0,0,,1,2,0,2,1,1,4,0,4,0,0
5,Adam Thielen,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,10,9,92,2,24,0,0
6,K.J. Osborn,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,9,7,76,0,25,0,0
7,Tyler Conklin,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,41,0,27,0,0
8,Dede Westbrook,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,11,0,11,0,0
9,C.J. Ham,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,9,0,6,0,0
10,Chris Herndon,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0
13,Joe Burrow,CIN,20,27,261,2,0,5,44,50,128.8,1,2,0,2,0,0,0,0,0,0,0
14,Joe Mixon,CIN,0,0,0,0,0,0,0,0,,29,127,1,19,4,4,23,0,12,0,0
15,Samaje Perine,CIN,0,0,0,0,0,0,0,0,,5,22,0,13,1,1,7,0,7,0,0
16,Tee Higgins,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,58,1,28,0,0
17,C.J. Uzomah,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,35,0,32,0,0
18,Tyler Boyd,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,32,0,18,0,0
19,Mike Thomas,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,5,0,5,0,0
20,Ja'Marr Chase,CIN,0,0,0,0,0,0,0,0,,1,-2,0,-2,7,5,101,1,50,0,0
