,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Russell Wilson,SEA,18,23,254,4,0,3,13,69,152.3,5,9,0,11,0,0,0,0,0,0,0
1,Chris Carson,SEA,0,0,0,0,0,0,0,0,,16,91,0,33,3,3,26,0,16,1,1
2,D'Wayne Eskridge,SEA,0,0,0,0,0,0,0,0,,2,22,0,13,1,1,6,0,6,0,0
3,Rashaad Penny,SEA,0,0,0,0,0,0,0,0,,2,8,0,4,0,0,0,0,0,0,0
4,DeeJay Dallas,SEA,0,0,0,0,0,0,0,0,,1,5,0,5,1,1,5,0,5,0,0
5,Freddie Swain,SEA,0,0,0,0,0,0,0,0,,1,5,0,5,1,0,0,0,0,0,0
6,Tyler Lockett,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,100,2,69,0,0
7,D.K. Metcalf,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,60,1,30,0,0
8,Will Dissly,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,37,0,22,0,0
9,Gerald Everett,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,20,1,11,0,0
12,Carson Wentz,IND,25,38,251,2,0,3,28,24,102.0,4,23,0,8,0,0,0,0,0,1,1
13,Jonathan Taylor,IND,0,0,0,0,0,0,0,0,,17,56,0,12,7,6,60,0,15,0,0
14,Nyheim Hines,IND,0,0,0,0,0,0,0,0,,9,34,0,8,8,6,48,0,19,0,0
15,Zach Pascal,IND,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,43,2,16,0,0
16,Michael Pittman Jr.,IND,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,29,0,14,0,0
17,Mike Strachan,IND,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,26,0,16,0,0
18,Parris Campbell,IND,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,24,0,24,0,0
19,Jack Doyle,IND,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,21,0,9,0,0
20,Mo Alie-Cox,IND,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0
