,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Mike Davis,ATL,12,50,2,17,1.4,33,2.8,2,6.0
1,Cordarrelle Patterson,ATL,7,20,1,12,1.7,8,1.1,0,
2,Matt Ryan,ATL,1,-1,0,-1,-1.0,0,0.0,0,
4,Saquon Barkley,NYG,16,51,4,27,1.7,24,1.5,1,16.0
5,Daniel Jones,NYG,8,39,3,36,4.5,3,0.4,0,
6,Elijhaa Penny,NYG,2,6,,3,1.5,3,1.5,0,
7,Gary Brightwell,NYG,1,4,,3,3.0,1,1.0,0,
