,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Myles Gaskin,MIA,13,65,1,41,3.2,24,1.8,0,
1,Jacoby Brissett,MIA,7,37,3,37,5.3,0,0.0,0,
2,Malcolm Brown,MIA,7,31,1,25,3.6,6,0.9,0,
4,Peyton Barber,LVR,23,111,7,76,3.3,35,1.5,0,
5,Kenyan Drake,LVR,8,24,0,10,1.3,14,1.8,1,8.0
6,Derek Carr,LVR,2,-2,0,-2,-1.0,0,0.0,0,
7,Alec Ingold,LVR,1,0,0,0,0.0,0,0.0,0,
8,Henry Ruggs III,LVR,1,7,0,6,6.0,1,1.0,0,
