,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Thomas Morstead,NYJ,,,,,6,280,46.7,51
3,Brandon McManus,DEN,2,2,4,4,0,0,,0
4,Sam Martin,DEN,,,,,3,122,40.7,53
