,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Sam Darnold,CAR,23,34,304,15,40.5,269,7.9,191,8.3,5.6,113,4.9,4,12.1%,3,9.1%,3,7,2,3,8,21.1%,1,4.0
2,Davis Mills,HOU,19,28,168,10,31.3,190,6.8,126,6.6,4.5,42,2.2,1,4.0%,4,16.0%,4,15,3,4,11,34.4%,0,
