,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Rodrigo Blankenship,IND,1,1,3,4,0,0,,0
1,Rigoberto Sanchez,IND,,,,,4,197,49.3,56
4,Randy Bullock,TEN,2,2,1,1,0,0,,0
5,Brett Kern,TEN,,,,,1,42,42.0,42
