,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Jalen Reagor,PHI,8,5,53,0,2,32,6.4,21,4.2,10.5,0,,0,0.0,1,42.2
1,Zach Ertz,PHI,7,4,53,1,3,21,5.3,32,8.0,7.1,0,,1,14.3,0,120.8
2,Kenneth Gainwell,PHI,4,3,32,0,1,-16,-5.3,48,16.0,-3.3,0,,0,0.0,0,97.9
3,Miles Sanders,PHI,4,3,28,0,0,-17,-5.7,45,15.0,-4.3,0,,0,0.0,0,93.7
4,DeVonta Smith,PHI,6,3,28,0,1,15,5.0,13,4.3,12.8,0,,0,0.0,1,23.6
5,Dallas Goedert,PHI,4,2,66,0,2,18,9.0,48,24.0,7.3,0,,0,0.0,0,95.8
6,Quez Watkins,PHI,2,2,46,0,1,41,20.5,5,2.5,20.5,0,,0,0.0,0,118.7
7,Boston Scott,PHI,2,2,5,0,,-13,-6.5,18,9.0,-6.5,0,,0,0.0,0,79.2
8,Greg Ward,PHI,1,1,15,1,1,15,15.0,0,0.0,15.0,0,,0,0.0,0,158.3
10,Dalton Schultz,DAL,7,6,80,2,5,38,6.3,42,7.0,9.3,0,,0,0.0,0,153.9
11,Amari Cooper,DAL,4,3,26,0,2,13,4.3,13,4.3,10.3,0,,0,0.0,0,91.7
12,Ezekiel Elliott,DAL,3,3,21,0,1,1,0.3,20,6.7,0.3,0,,0,0.0,0,95.8
13,CeeDee Lamb,DAL,3,3,66,0,2,55,18.3,11,3.7,18.3,0,,0,0.0,0,118.7
14,Cedrick Wilson Jr.,DAL,4,2,17,1,2,17,8.5,0,0.0,14.8,0,,0,0.0,0,101.0
15,Blake Jarwin,DAL,2,2,14,0,2,5,2.5,9,4.5,2.5,0,,0,0.0,0,95.8
16,Tony Pollard,DAL,1,1,5,0,0,-3,-3.0,8,8.0,-3.0,0,,0,0.0,0,87.5
17,Noah Brown,DAL,1,1,9,0,,9,9.0,0,0.0,9.0,0,,0,0.0,0,104.2
