,Player,Tm,DefInt,DefTgt,DefCmp,DefCmp%,DefAllowYds,DefYds/Cmp,DefYds/Tgt,DefAllowTD,DefAllowPassRating,DefDADOT,DefAir,DefAllowYAC,DefBlitz,DefQBHrry,DefQBKD,DefSk,DefPrss,DefCombo,DefMTKI,DefMTKI%
0,Eli Apple,CIN,0,18,10,55.6%,66,6.6,3.7,0,63.7,8.3,27,39,0,0,0,0.0,0,8,3,27.3%
1,Logan Wilson,CIN,2,9,8,88.9%,77,9.6,8.6,0,62.7,3.4,30,47,3,1,0,0.0,1,14,1,6.7%
2,Akeem Davis-Gaither,CIN,0,6,5,83.3%,24,4.8,4.0,0,83.3,0.2,-6,30,2,0,0,0.0,0,7,1,12.5%
3,Mike Hilton,CIN,0,6,4,66.7%,35,8.8,5.8,0,81.9,3.3,18,17,3,0,0,0.0,0,5,1,16.7%
4,Darius Phillips,CIN,0,3,3,100.0%,41,13.7,13.7,0,118.7,10.0,30,11,0,0,0,0.0,0,5,0,0.0%
5,Vonn Bell,CIN,0,6,3,50.0%,42,14.0,7.0,0,72.9,11.7,34,8,0,0,0,0.0,0,4,2,33.3%
6,Chidobe Awuzie,CIN,0,3,2,66.7%,5,2.5,1.7,0,70.1,0.0,-3,8,0,0,0,0.0,0,1,0,0.0%
7,Germaine Pratt,CIN,0,5,2,40.0%,7,3.5,1.4,1,87.5,3.6,2,5,0,0,0,0.0,0,7,1,12.5%
8,Sam Hubbard,CIN,0,1,1,100.0%,3,3.0,3.0,0,79.2,0.0,0,3,1,1,2,1.0,4,6,1,14.3%
9,Jessie Bates III,CIN,0,1,1,100.0%,18,18.0,18.0,0,118.7,-5.0,-5,23,1,0,0,0.0,0,9,0,0.0%
10,Trey Hendrickson,CIN,0,0,0,,,,,,,,,,1,1,2,1.0,4,2,0,0.0%
11,B.J. Hill,CIN,0,0,0,,,,,,,,,,0,1,0,1.0,2,2,0,0.0%
12,D.J. Reader,CIN,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%
13,Cameron Sample,CIN,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%
14,Jordan Evans,CIN,0,0,0,,,,,,,,,,1,0,0,0.0,0,2,0,0.0%
15,Larry Ogunjobi,CIN,0,0,0,,,,,,,,,,0,0,0,0.0,0,3,1,25.0%
17,Joe Haden,PIT,0,5,4,80.0%,57,14.3,11.4,1,153.7,8.6,40,17,0,0,0,0.0,0,2,1,33.3%
18,Devin Bush Jr.,PIT,0,4,3,75.0%,29,9.7,7.3,1,134.4,9.3,8,21,2,0,0,0.0,0,2,0,0.0%
19,Tre Norwood,PIT,0,2,2,100.0%,19,9.5,9.5,0,106.2,3.5,7,12,0,0,0,0.0,0,3,0,0.0%
20,Joe Schobert,PIT,0,2,2,100.0%,18,9.0,9.0,0,104.2,-0.5,-1,19,0,0,0,0.0,0,5,0,0.0%
21,Terrell Edmunds,PIT,1,1,1,100.0%,8,8.0,8.0,0,60.4,4.0,4,4,0,0,0,0.0,0,5,0,0.0%
22,Cameron Sutton,PIT,0,1,1,100.0%,7,7.0,7.0,0,95.8,1.0,1,6,0,0,0,0.0,0,2,0,0.0%
23,James Pierre,PIT,0,2,1,50.0%,34,34.0,17.0,1,135.4,20.5,34,0,0,0,0,0.0,0,1,0,0.0%
24,Chris Wormley,PIT,0,0,0,,,,,,,,,,0,1,0,0.0,1,4,0,0.0%
25,Jamir Jones,PIT,0,0,0,,,,,,,,,,3,0,0,0.0,0,1,1,50.0%
26,Derrek Tuszka,PIT,0,0,0,,,,,,,,,,2,0,0,0.0,0,2,0,0.0%
27,Melvin Ingram,PIT,0,0,0,,,,,,,,,,5,0,0,0.0,0,3,1,25.0%
28,Minkah Fitzpatrick,PIT,0,1,0,0.0%,,,0.0,,39.6,28.0,,,0,0,0,0.0,0,4,0,0.0%
