,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,James Conner,ARI,11,43,4,19,1.7,24,2.2,1,11.0
1,Chase Edmonds,ARI,11,26,2,11,1.0,15,1.4,0,
2,Kyler Murray,ARI,7,19,2,18,2.6,1,0.1,0,
3,Rondale Moore,ARI,1,3,,0,0.0,3,3.0,0,
5,James Robinson,JAX,15,88,5,31,2.1,57,3.8,0,
6,Carlos Hyde,JAX,8,44,4,12,1.5,32,4.0,1,8.0
7,Trevor Lawrence,JAX,6,27,0,16,2.7,11,1.8,0,
