,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Dustin Hopkins,WAS,3,3,,,0,0,,0
1,Tress Way,WAS,,,,,5,235,47.0,55
4,Tyler Bass,BUF,4,4,3,3,0,0,,0
5,Matt Haack,BUF,,,,,2,97,48.5,60
