,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Lamar Jackson,BAL,16,31,287,10,28.6,529,17.1,226,14.1,7.3,61,3.8,2,7.4%,2,7.4%,4,5,5,2,11,27.5%,5,10.4
2,Jared Goff,DET,22,30,217,13,40.6,144,4.8,50,2.3,1.7,167,7.6,1,3.6%,3,10.7%,2,13,3,4,9,27.3%,1,4.0
3,D'Andre Swift,DET,0,1,0,0,0.0,-12,-12.0,0,,0.0,0,,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,0,
