,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Jason Myers,SEA,2,2,1,2,0,0,,0
1,Michael Dickson,SEA,,,,,2,88,44.0,45
4,Greg Joseph,MIN,3,3,3,3,0,0,,0
5,Jordan Berry,MIN,,,,,2,94,47.0,49
