,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Jaelon Darden,TAM,2,48,24.0,0,24,1,4,4.0,0,4
3,Tutu Atwell,LAR,0,0,,0,0,1,9,9.0,0,9
