,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Jalen Hurts,PHI,9,35,0,24,2.7,11,1.2,0,
1,Miles Sanders,PHI,2,27,1,20,10.0,7,3.5,0,
2,Kenneth Gainwell,PHI,1,2,0,1,1.0,1,1.0,0,
4,Ezekiel Elliott,DAL,17,95,6,48,2.8,47,2.8,1,17.0
5,Tony Pollard,DAL,11,60,3,34,3.1,26,2.4,0,
6,Dak Prescott,DAL,9,6,0,0,0.0,6,0.7,0,
7,Corey Clement,DAL,3,0,,-6,-2.0,6,2.0,1,3.0
8,CeeDee Lamb,DAL,1,-1,0,-1,-1.0,0,0.0,0,
