,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Aldrick Rosas,NOR,4,4,,2,0,0,,0
1,Blake Gillikin,NOR,,,,,5,249,49.8,56
4,Nick Folk,NWE,1,1,2,2,0,0,,0
5,Jake Bailey,NWE,,,,,5,283,56.6,68
