,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,DeeJay Dallas,SEA,1,21,21.0,0,21,0,0,,0,0
3,Dede Westbrook,MIN,0,0,,0,0,2,-1,-0.5,0,0
4,Ihmir Smith-Marsette,MIN,2,40,20.0,0,24,0,0,,0,0
