,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Matt Prater,ARI,4,4,1,2,0,0,,0
1,Andy Lee,ARI,,,,,5,253,50.6,59
4,Josh Lambo,JAX,1,3,,,0,0,,0
5,Logan Cooke,JAX,,,,,6,289,48.2,56
