,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Mason Crosby,GNB,3,3,3,3,0,0,,0
1,Corey Bojorquez,GNB,,,,,3,164,54.7,63
4,Robbie Gould,SFO,4,4,,,0,0,,0
5,Mitch Wishnowsky,SFO,,,,,4,213,53.3,59
