,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Nsimba Webster,CHI,0,0,,0,0,2,4,2.0,0,4
1,Khalil Herbert,CHI,4,115,28.8,0,39,0,0,,0,0
4,Demetric Felton,CLE,0,0,,0,0,7,103,14.7,0,24
