,Player,Tm,DefInt,DefTgt,DefCmp,DefCmp%,DefAllowYds,DefYds/Cmp,DefYds/Tgt,DefAllowTD,DefAllowPassRating,DefDADOT,DefAir,DefAllowYAC,DefBlitz,DefQBHrry,DefQBKD,DefSk,DefPrss,DefCombo,DefMTKI,DefMTKI%
0,Donte Jackson,CAR,0,7,5,71.4%,42,8.4,6.0,1,126.2,8.4,28,14,0,0,0,0.0,0,6,0,0.0%
1,Shaq Thompson,CAR,0,3,3,100.0%,16,5.3,5.3,0,88.9,2.3,7,9,7,0,2,0.0,2,6,0,0.0%
2,Rashaan Melvin,CAR,0,3,3,100.0%,26,8.7,8.7,0,102.8,8.3,25,1,0,0,0,0.0,0,4,0,0.0%
3,Brian Burns,CAR,0,2,2,100.0%,15,7.5,7.5,0,97.9,6.5,13,2,0,0,0,1.0,1,3,0,0.0%
4,Jermaine Carter Jr.,CAR,0,3,2,66.7%,14,7.0,4.7,0,77.1,4.3,9,5,3,0,0,0.0,0,4,0,0.0%
5,Sean Chandler,CAR,0,2,2,100.0%,45,22.5,22.5,0,118.7,21.5,43,2,0,0,0,0.0,0,3,0,0.0%
6,Jeremy Chinn,CAR,0,3,2,66.7%,10,5.0,3.3,0,71.5,-1.3,1,9,2,0,0,0.0,0,5,1,16.7%
7,Haason Reddick,CAR,0,0,0,,,,,,,,,,3,2,1,1.5,5,3,1,25.0%
8,Frankie Luvu,CAR,0,0,0,,,,,,,,,,3,1,1,1.0,3,2,0,0.0%
9,Morgan Fox,CAR,0,0,0,,,,,,,,,,0,0,0,0.5,1,3,0,0.0%
10,Jaycee Horn,CAR,0,1,0,0.0%,,,0.0,,39.6,16.0,,,1,0,0,0.0,0,2,0,0.0%
11,Keith Taylor,CAR,0,1,0,0.0%,,,0.0,,39.6,18.0,,,0,0,0,0.0,0,0,0,
12,Juston Burris,CAR,0,0,0,,,,,,,,,,2,0,0,0.0,0,2,0,0.0%
14,Vernon Hargreaves III,HOU,0,8,6,75.0%,83,13.8,10.4,0,107.8,8.0,55,28,0,0,0,0.0,0,8,1,11.1%
15,Tremon Smith,HOU,0,4,3,75.0%,40,13.3,10.0,0,106.2,9.0,27,13,0,0,0,0.0,0,3,1,25.0%
16,Zach Cunningham,HOU,0,3,3,100.0%,34,11.3,11.3,0,113.9,8.0,24,10,4,0,0,0.0,0,14,3,17.6%
17,Eric Murray,HOU,0,5,3,60.0%,46,15.3,9.2,0,90.4,18.4,36,10,0,0,0,0.0,0,4,0,0.0%
18,Joe Thomas,HOU,0,2,2,100.0%,9,4.5,4.5,0,85.4,-3.0,-6,15,1,0,0,0.0,0,3,3,50.0%
19,Lonnie Johnson Jr.,HOU,0,4,2,50.0%,36,18.0,9.0,0,81.2,11.5,29,7,0,0,0,0.0,0,7,1,12.5%
20,Christian Kirksey,HOU,0,2,2,100.0%,38,19.0,19.0,0,118.7,11.0,22,16,3,0,0,0.0,0,10,1,9.1%
21,Desmond King,HOU,0,5,1,20.0%,11,11.0,2.2,0,39.6,2.2,6,5,2,0,0,0.0,0,2,0,0.0%
22,Jonathan Greenard,HOU,0,0,0,,,,,,,,,,0,1,1,1.0,3,4,0,0.0%
23,Whitney Mercilus,HOU,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%
24,Charles Omenihu,HOU,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,1,33.3%
25,Jacob Martin,HOU,0,0,0,,,,,,,,,,0,1,0,0.0,1,3,1,25.0%
26,Ross Blacklock,HOU,0,1,0,0.0%,7,,7.0,0,56.2,-2.0,-2,9,0,0,0,1.0,1,2,0,0.0%
27,Jaleel Johnson,HOU,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
28,DeMarcus Walker,HOU,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,0,0.0%
29,Roy Lopez,HOU,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%
