,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Evan McPherson,CIN,3,3,1,1,0,0,,0
1,Kevin Huber,CIN,,,,,5,241,48.2,54
4,Chris Boswell,PIT,1,1,1,2,0,0,,0
5,Pressley Harvin III,PIT,,,,,4,162,40.5,50
