,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Taylor Heinicke,WAS,14,24,212,2,2,1,0,73,80.6,8,21,1,7,1,1,-2,0,-2,0,0
1,Antonio Gibson,WAS,0,0,0,0,0,0,0,0,,12,31,0,7,2,1,73,1,73,0,0
2,J.D. McKissic,WAS,0,0,0,0,0,0,0,0,,3,23,0,11,2,2,15,0,11,0,0
3,Cam Sims,WAS,0,0,0,0,0,0,0,0,,1,7,0,7,2,1,15,0,15,0,0
4,Terry McLaurin,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,62,0,37,0,0
5,Logan Thomas,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,42,1,15,1,1
6,Adam Humphries,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,4,1,7,0,7,0,0
7,Dyami Brown,WAS,0,0,0,0,0,0,0,0,,1,-4,0,-4,2,0,0,0,0,0,0
10,Josh Allen,BUF,32,43,358,4,0,0,0,41,129.8,4,9,1,4,0,0,0,0,0,0,0
11,Mitchell Trubisky,BUF,1,1,1,0,0,0,0,1,79.2,4,19,0,22,0,0,0,0,0,0,0
12,Zack Moss,BUF,0,0,0,0,0,0,0,0,,13,60,0,9,3,3,31,1,17,0,0
13,Devin Singletary,BUF,0,0,0,0,0,0,0,0,,11,26,0,7,2,1,0,0,0,0,0
14,Isaiah McKenzie,BUF,0,0,0,0,0,0,0,0,,1,8,0,8,0,0,0,0,0,0,0
15,Cole Beasley,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,13,11,98,0,22,0,0
16,Emmanuel Sanders,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,94,2,41,0,0
17,Stefon Diggs,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,10,6,62,0,13,0,0
18,Dawson Knox,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,49,1,19,0,0
19,Gabriel Davis,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,23,0,23,0,0
20,Tommy Sweeney,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,2,0,1,0,0
21,Reggie Gilliam,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
