,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Justin Tucker,BAL,1,1,4,5,0,0,,0
1,Sam Koch,BAL,,,,,3,137,45.7,54
4,Ryan Santoso,DET,2,2,1,1,0,0,,0
5,Jack Fox,DET,,,,,6,273,45.5,59
