,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Alex Erickson,CAR,0,0,,0,0,2,17,8.5,0,12
3,Andre Roberts,HOU,2,57,28.5,0,38,1,-4,-4.0,0,-4
