,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Darius Phillips,CIN,0,0,,0,0,2,9,4.5,0,16
1,Brandon Wilson,CIN,2,53,26.5,0,30,0,0,,0,0
4,Ray-Ray McCloud,PIT,1,22,22.0,0,22,1,14,14.0,0,14
