,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Lamar Jackson,BAL,7,58,1,55,7.9,3,0.4,0,
1,Latavius Murray,BAL,7,28,2,26,3.7,2,0.3,0,
2,Ty'Son Williams,BAL,5,22,2,16,3.2,6,1.2,0,
3,Devonta Freeman,BAL,3,8,,4,1.3,4,1.3,0,
5,D'Andre Swift,DET,14,47,4,38,2.7,9,0.6,1,14.0
6,Jamaal Williams,DET,12,42,3,36,3.0,6,0.5,0,
7,Jared Goff,DET,1,4,0,4,4.0,0,0.0,0,
