,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Corey Davis,NYJ,10,5,41,0,3,36,7.2,5,1.0,10.8,0,,2,20.0,1,21.2
1,Elijah Moore,NYJ,6,3,22,0,1,6,2.0,16,5.3,5.0,0,,0,0.0,0,59.0
2,Michael Carter,NYJ,3,2,5,0,1,-8,-4.0,13,6.5,-0.3,1,2.0,1,33.3,0,70.1
3,Keelan Cole,NYJ,2,2,30,0,1,29,14.5,1,0.5,14.5,0,,0,0.0,0,118.7
4,Tyler Kroft,NYJ,2,2,12,0,1,11,5.5,1,0.5,5.5,0,,0,0.0,0,91.7
5,Braxton Berrios,NYJ,3,2,26,0,1,24,12.0,2,1.0,15.3,0,,0,0.0,1,54.2
6,Ty Johnson,NYJ,5,1,6,0,1,2,2.0,4,4.0,6.0,0,,1,20.0,0,39.6
7,Jeff Smith,NYJ,1,1,13,0,1,13,13.0,0,0.0,13.0,0,,0,0.0,0,118.7
8,Ryan Griffin,NYJ,1,1,5,0,,4,4.0,1,1.0,4.0,0,,0,0.0,0,87.5
10,Tim Patrick,DEN,5,5,98,0,4,85,17.0,13,2.6,17.0,0,,0,0.0,0,118.7
11,Courtland Sutton,DEN,5,5,37,0,2,26,5.2,11,2.2,5.2,0,,0,0.0,0,97.5
12,Javonte Williams,DEN,4,3,33,0,1,7,2.3,26,8.7,1.0,0,,0,0.0,0,99.0
13,Noah Fant,DEN,3,2,15,0,1,4,2.0,11,5.5,7.7,0,,0,0.0,0,78.5
14,KJ Hamler,DEN,3,1,28,0,1,16,16.0,12,12.0,20.3,0,,0,0.0,0,68.7
15,Melvin Gordon,DEN,2,1,21,0,1,-1,-1.0,22,22.0,-5.0,1,1.0,0,0.0,0,87.5
16,Albert Okwuegbunam,DEN,1,1,6,0,,3,3.0,3,3.0,3.0,0,,0,0.0,0,91.7
17,Diontae Spencer,DEN,1,1,-3,0,,-3,-3.0,0,0.0,-3.0,0,,0,0.0,0,79.2
