,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Matt Ryan,ATL,27,36,243,2,0,3,16,28,111.2,1,-1,0,-1,0,0,0,0,0,1,1
1,Mike Davis,ATL,0,0,0,0,0,0,0,0,,12,50,0,11,4,4,20,0,12,0,0
2,Cordarrelle Patterson,ATL,0,0,0,0,0,0,0,0,,7,20,0,11,7,6,82,0,28,0,0
3,Calvin Ridley,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,11,8,61,0,20,0,0
4,Kyle Pitts,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,35,0,25,0,0
5,Olamide Zaccheaus,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,32,1,14,0,0
6,Lee Smith,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,7,1,3,0,0
7,Tajae Sharpe,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,0,6,0,0
8,Hayden Hurst,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
11,Daniel Jones,NYG,24,35,266,0,0,2,20,38,90.9,8,39,0,12,0,0,0,0,0,2,0
12,Saquon Barkley,NYG,0,0,0,0,0,0,0,0,,16,51,1,15,7,6,43,0,14,0,0
13,Elijhaa Penny,NYG,0,0,0,0,0,0,0,0,,2,6,0,4,0,0,0,0,0,0,0
14,Gary Brightwell,NYG,0,0,0,0,0,0,0,0,,1,4,0,4,0,0,0,0,0,0,0
15,Kenny Golladay,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,64,0,19,0,0
16,Collin Johnson,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,51,0,16,0,0
17,C.J. Board,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,38,0,38,0,0
18,Evan Engram,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,6,2,21,0,13,1,1
19,Sterling Shepard,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,16,0,12,0,0
20,Kadarius Toney,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,16,0,9,0,0
21,Kaden Smith,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,9,0,9,0,0
22,Darius Slayton,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,0,8,0,0
