,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Tristan Vizcaino,LAC,1,3,1,1,0,0,,0
1,Ty Long,LAC,,,,,4,172,43.0,55
4,Harrison Butker,KAN,3,3,1,1,0,0,,0
5,Tommy Townsend,KAN,,,,,1,51,51.0,51
