,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Chase Edmonds,ARI,8,7,49,0,1,-4,-0.6,53,7.6,0.8,1,7.0,0,0.0,0,92.2
1,Christian Kirk,ARI,8,7,104,0,5,67,9.6,37,5.3,13.9,0,,0,0.0,1,79.2
2,A.J. Green,ARI,6,5,112,0,4,97,19.4,15,3.0,17.7,0,,0,0.0,0,118.7
3,DeAndre Hopkins,ARI,6,3,21,0,2,9,3.0,12,4.0,6.0,0,,0,0.0,0,58.3
4,Maxx Williams,ARI,3,3,19,0,1,12,4.0,7,2.3,4.0,0,,0,0.0,0,93.1
5,Rondale Moore,ARI,2,2,1,0,,-10,-5.0,11,5.5,-5.0,0,,0,0.0,0,79.2
6,James Conner,ARI,1,1,10,0,1,2,2.0,8,8.0,2.0,0,,0,0.0,0,108.3
8,Marvin Jones,JAX,8,6,62,0,4,48,8.0,14,2.3,7.5,0,,0,0.0,0,96.9
9,James Robinson,JAX,6,6,46,0,2,6,1.0,40,6.7,1.0,0,,0,0.0,0,98.6
10,Laviska Shenault Jr.,JAX,4,4,48,0,1,26,6.5,22,5.5,6.5,0,,0,0.0,0,116.7
11,DJ Chark,JAX,6,3,49,1,3,37,12.3,12,4.0,16.3,0,,0,0.0,0,117.4
12,Jacob Hollister,JAX,6,2,15,0,,15,7.5,0,0.0,12.2,0,,1,16.7,2,2.8
13,Luke Farrell,JAX,1,1,-1,0,,3,3.0,-4,-4.0,3.0,0,,0,0.0,0,79.2
14,Phillip Dorsett,JAX,1,0,0,0,,0,,0,,22.0,0,,0,0.0,0,39.6
