,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Jalen Reagor,PHI,0,0,,0,0,3,-2,-0.7,0,5
3,CeeDee Lamb,DAL,0,0,,0,0,1,8,8.0,0,8
4,Cedrick Wilson Jr.,DAL,0,0,,0,0,1,5,5.0,0,5
