,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Michael Pittman Jr.,IND,12,6,68,0,5,45,7.5,23,3.8,10.4,0,,0,0.0,0,67.4
1,Nyheim Hines,IND,6,5,54,0,1,-1,-0.2,55,11.0,0.0,1,5.0,0,0.0,0,104.2
2,Mo Alie-Cox,IND,2,2,14,0,1,-7,-3.5,21,10.5,-3.5,0,,0,0.0,0,95.8
3,Parris Campbell,IND,4,2,9,0,,6,3.0,3,1.5,4.3,0,,0,0.0,0,56.2
4,Zach Pascal,IND,7,2,31,0,1,31,15.5,0,0.0,10.0,0,,1,14.3,0,45.5
5,Jack Doyle,IND,2,1,10,0,,10,10.0,0,0.0,6.0,0,,1,50.0,0,64.6
6,Jonathan Taylor,IND,1,1,8,0,0,-4,-4.0,12,12.0,-4.0,0,,0,0.0,0,100.0
8,Nick Westbrook-Ikhine,TEN,4,4,53,1,2,32,8.0,21,5.3,8.0,0,,0,0.0,0,158.3
9,Derrick Henry,TEN,3,3,31,0,2,-5,-1.7,36,12.0,-1.7,1,3.0,0,0.0,0,109.7
10,Julio Jones,TEN,4,3,47,0,2,29,9.7,18,6.0,13.8,1,3.0,0,0.0,0,113.5
11,Geoff Swaim,TEN,4,3,27,0,1,3,1.0,24,8.0,1.8,0,,1,25.0,0,92.7
12,Cameron Batson,TEN,1,1,13,0,1,13,13.0,0,0.0,13.0,0,,0,0.0,0,118.7
13,Chester Rogers,TEN,2,1,6,1,1,6,6.0,0,0.0,5.5,0,,1,50.0,1,56.2
14,MyCole Pruitt,TEN,1,1,7,0,1,7,7.0,0,0.0,7.0,0,,0,0.0,0,95.8
15,Jeremy McNichols,TEN,2,1,10,1,1,4,4.0,6,6.0,3.0,0,,0,0.0,0,104.2
16,Tommy Hudson,TEN,2,1,3,0,,-5,-5.0,8,8.0,-1.5,0,,0,0.0,1,16.7
17,Racey McMath,TEN,1,0,0,0,,0,,0,,13.0,0,,0,0.0,0,39.6
18,A.J. Brown,TEN,2,0,0,0,,0,,0,,17.0,0,,0,0.0,0,39.6
