,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Amari Rodgers,GNB,0,0,,0,0,1,6,6.0,0,6
1,Kylin Hill,GNB,1,21,21.0,0,21,0,0,,0,0
4,Brandon Aiyuk,SFO,0,0,,0,0,2,23,11.5,0,14
5,Trenton Cannon,SFO,3,104,34.7,0,68,0,0,,0,0
