,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Taylor Heinicke,WAS,14,24,212,8,32.0,165,6.9,64,4.6,2.7,148,10.6,3,12.5%,3,12.5%,1,5,6,2,9,30.0%,5,4.2
2,Josh Allen,BUF,32,43,358,20,46.5,406,9.4,232,7.3,5.4,126,3.9,3,7.1%,5,11.9%,0,8,9,6,15,33.3%,2,3.0
3,Mitchell Trubisky,BUF,1,1,1,0,0.0,1,1.0,1,1.0,1.0,0,0.0,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,1,22.0
