,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Isaiah Rodgers,IND,1,16,16.0,0,16,0,0,,0,0
1,Jordan Wilkins,IND,1,17,17.0,0,17,0,0,,0,0
4,Chester Rogers,TEN,0,0,,0,0,3,44,14.7,0,18
5,Jeremy McNichols,TEN,2,31,15.5,0,16,0,0,,0,0
