,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Jalen Hurts,PHI,25,39,326,2,2,2,23,41,86.1,9,35,0,9,0,0,0,0,0,0,0
1,Miles Sanders,PHI,0,0,0,0,0,0,0,0,,2,27,0,24,4,3,28,0,19,0,0
2,Kenneth Gainwell,PHI,0,0,0,0,0,0,0,0,,1,2,0,2,4,3,32,0,19,0,0
3,Dallas Goedert,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,66,0,38,0,0
4,Zach Ertz,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,53,1,27,0,0
5,Jalen Reagor,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,53,0,24,0,0
6,Quez Watkins,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,46,0,41,0,0
7,DeVonta Smith,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,28,0,19,0,0
8,Greg Ward,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,15,1,15,0,0
9,Boston Scott,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,5,0,9,0,0
12,Dak Prescott,DAL,21,26,238,3,0,4,18,44,143.3,9,6,0,5,0,0,0,0,0,2,1
13,Ezekiel Elliott,DAL,0,0,0,0,0,0,0,0,,17,95,2,13,3,3,21,0,9,0,0
14,Tony Pollard,DAL,0,0,0,0,0,0,0,0,,11,60,0,11,1,1,5,0,5,0,0
15,Dalton Schultz,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,7,6,80,2,22,0,0
16,Amari Cooper,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,26,0,13,0,0
17,Cedrick Wilson Jr.,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,17,1,15,0,0
18,Blake Jarwin,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,14,0,8,0,0
19,Noah Brown,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,9,0,9,0,0
20,Corey Clement,DAL,0,0,0,0,0,0,0,0,,3,0,0,5,0,0,0,0,0,0,0
21,CeeDee Lamb,DAL,0,0,0,0,0,0,0,0,,1,-1,0,-1,3,3,66,0,44,0,0
