,Player,Tm,DefInt,DefTgt,DefCmp,DefCmp%,DefAllowYds,DefYds/Cmp,DefYds/Tgt,DefAllowTD,DefAllowPassRating,DefDADOT,DefAir,DefAllowYAC,DefBlitz,DefQBHrry,DefQBKD,DefSk,DefPrss,DefCombo,DefMTKI,DefMTKI%
0,Xavier Rhodes,IND,0,4,4,100.0%,69,17.3,17.3,1,158.3,8.8,35,34,0,0,0,0.0,0,0,1,100.0%
1,Bobby Okereke,IND,0,6,3,50.0%,17,5.7,2.8,0,56.2,3.8,12,5,5,0,0,1.0,1,8,2,20.0%
2,Kenny Moore,IND,1,8,3,37.5%,25,8.3,3.1,1,46.4,11.3,15,10,3,0,0,0.0,0,7,0,0.0%
3,Rock Ya-Sin,IND,0,2,2,100.0%,26,13.0,13.0,0,118.7,11.0,22,4,0,0,0,0.0,0,3,0,0.0%
4,Darius Leonard,IND,1,2,2,100.0%,36,18.0,18.0,1,118.7,3.5,7,29,2,0,0,0.0,0,6,1,14.3%
5,Ben Banogu,IND,0,1,1,100.0%,3,3.0,3.0,0,79.2,-5.0,-5,8,0,0,0,0.0,0,0,0,
6,Julian Blackmon,IND,0,1,1,100.0%,9,9.0,9.0,0,104.2,5.0,5,4,1,0,0,0.0,0,11,0,0.0%
7,Khari Willis,IND,0,1,1,100.0%,14,14.0,14.0,0,118.7,-5.0,-5,19,0,0,0,0.0,0,6,0,0.0%
8,Andrew Sendejo,IND,0,1,1,100.0%,-2,-2.0,-2.0,0,79.2,-2.0,-2,0,1,0,0,0.0,0,1,0,0.0%
9,DeForest Buckner,IND,0,0,0,,,,,,,,,,0,0,1,0.0,1,4,0,0.0%
10,E.J. Speed,IND,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%
11,Zaire Franklin,IND,0,0,0,,,,,,,,,,2,0,0,0.0,0,2,0,0.0%
13,Dane Cruikshank,TEN,0,6,4,66.7%,35,8.8,5.8,0,81.9,8.5,35,0,1,1,0,0.0,1,6,0,0.0%
14,Chris Jackson,TEN,0,5,3,60.0%,34,11.3,6.8,0,80.4,4.6,14,20,2,1,0,0.0,1,2,0,0.0%
15,Kristian Fulton,TEN,0,7,3,42.9%,68,22.7,9.7,0,78.3,11.9,31,37,0,1,0,0.0,1,4,1,20.0%
16,Janoris Jenkins,TEN,0,5,3,60.0%,20,6.7,4.0,0,68.7,8.2,7,13,0,0,0,0.0,0,4,0,0.0%
17,David Long,TEN,0,4,3,75.0%,11,3.7,2.8,0,77.1,1.3,5,6,5,0,0,0.0,0,8,0,0.0%
18,Harold Landry,TEN,0,1,1,100.0%,8,8.0,8.0,0,100.0,-4.0,-4,12,3,1,4,0.5,6,4,1,20.0%
19,Rashaan Evans,TEN,0,1,1,100.0%,7,7.0,7.0,0,95.8,-4.0,-4,11,3,0,0,0.0,0,8,0,0.0%
20,Kevin Byard,TEN,0,3,1,33.3%,11,11.0,3.7,0,45.1,4.7,-4,15,0,0,0,0.0,0,5,1,16.7%
21,Olasunkanmi Adeniyi,TEN,0,2,0,0.0%,,,0.0,,39.6,-4.0,,,0,0,1,1.5,3,4,0,0.0%
22,Denico Autry,TEN,0,0,0,,,,,,,,,,0,1,2,0.0,3,0,0,
23,Jeffery Simmons,TEN,0,0,0,,,,,,,,,,0,1,0,0.0,1,3,1,25.0%
24,Jayon Brown,TEN,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%
25,Breon Borders,TEN,0,2,0,0.0%,,,0.0,,39.6,6.0,,,0,0,0,0.0,0,0,0,
