,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Terry McLaurin,WAS,6,4,93,0,4,49,12.3,44,11.0,13.8,0,,0,0.0,0,109.7
1,Jaret Patterson,WAS,2,2,14,0,,5,2.5,9,4.5,2.5,0,,0,0.0,0,95.8
2,John Bates,WAS,2,1,5,0,,4,4.0,1,1.0,8.0,0,,0,0.0,0,56.2
3,Antonio Gibson,WAS,3,1,5,0,0,0,0.0,5,5.0,8.3,0,,0,0.0,0,42.4
4,Adam Humphries,WAS,2,1,3,0,,3,3.0,0,0.0,7.0,0,,0,0.0,0,56.2
5,DeAndre Carter,WAS,1,0,0,0,0,0,,0,,-4.0,0,,0,0.0,0,39.6
6,Cam Sims,WAS,1,0,0,0,,0,,0,,5.0,0,,0,0.0,0,39.6
8,Kyle Rudolph,NYG,6,4,17,0,,3,0.8,14,3.5,5.0,0,,0,0.0,0,70.1
9,Saquon Barkley,NYG,4,3,19,0,1,1,0.3,18,6.0,6.3,0,,0,0.0,0,84.4
10,Kenny Golladay,NYG,5,3,22,0,1,14,4.7,8,2.7,14.8,0,,0,0.0,0,70.4
11,Devontae Booker,NYG,2,2,12,0,1,-7,-3.5,19,9.5,-3.5,0,,0,0.0,0,91.7
12,Darius Slayton,NYG,3,2,29,1,1,27,13.5,2,1.0,12.3,0,,0,0.0,0,137.5
13,Evan Engram,NYG,5,1,4,0,,2,2.0,2,2.0,1.2,0,,1,20.0,1,0.0
14,Elijhaa Penny,NYG,2,0,0,0,,0,,0,,1.5,0,,0,0.0,0,39.6
15,David Sills,NYG,3,0,0,0,,0,,0,,11.3,0,,0,0.0,1,0.0
