,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Nick Folk,NWE,3,3,1,1,0,0,,0
1,Jake Bailey,NWE,,,,,3,138,46.0,47
4,Jason Sanders,MIA,3,3,2,2,0,0,,0
5,Michael Palardy,MIA,,,,,4,209,52.3,63
