,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,CeeDee Lamb,DAL,0,0,,0,0,1,11,11.0,0,11
1,Corey Clement,DAL,3,63,21.0,0,26,0,0,,0,0
4,Greg Ward,PHI,0,0,,0,0,1,0,0.0,0,0
5,Jason Huntley,PHI,3,84,28.0,0,35,0,0,,0,0
