,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Brett Maher,NOR,3,3,3,4,0,0,,0
1,Blake Gillikin,NOR,,,,,2,100,50.0,52
4,Younghoe Koo,ATL,2,2,2,2,0,0,,0
5,Thomas Morstead,ATL,,,,,2,93,46.5,48
