,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Trent Taylor,CIN,0,0,,0,0,1,11,11.0,0,11
1,Chris Evans,CIN,2,58,29.0,0,29,0,0,,0,0
4,Donovan Peoples-Jones,CLE,0,0,,0,0,4,20,5.0,0,8
5,Ja'Marcus Bradley,CLE,2,49,24.5,0,25,0,0,,0,0
