,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Chester Rogers,TEN,0,0,,0,0,4,23,5.8,0,10
1,Dontrell Hilliard,TEN,2,46,23.0,0,25,0,0,,0,0
2,Khari Blasingame,TEN,1,12,12.0,0,12,0,0,,0,0
5,Desmond King,HOU,0,0,,0,0,3,24,8.0,0,13
6,Tremon Smith,HOU,3,62,20.7,0,24,0,0,,0,0
