,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Mike Williams,LAC,17,9,119,1,6,79,8.8,40,4.4,16.0,0,,0,0.0,1,70.5
1,Keenan Allen,LAC,8,6,52,0,3,44,7.3,8,1.3,6.0,0,,1,12.5,0,91.7
2,Jalen Guyton,LAC,9,6,52,0,4,35,5.8,17,2.8,6.0,0,,1,11.1,0,81.7
3,Austin Ekeler,LAC,12,5,35,1,2,4,0.8,31,6.2,2.8,0,,1,8.3,0,77.1
4,Jared Cook,LAC,7,4,80,0,3,56,14.0,24,6.0,13.4,0,,0,0.0,0,97.3
5,Josh Palmer,LAC,9,4,45,1,2,40,10.0,5,1.3,13.4,0,,0,0.0,0,97.0
6,Justin Jackson,LAC,1,0,0,0,0,0,,0,,4.0,0,,1,100.0,0,39.6
7,Tre' McKitty,LAC,1,0,0,0,,0,,0,,2.0,0,,0,0.0,0,39.6
9,Zay Jones,LVR,8,5,27,0,2,24,4.8,3,0.6,12.3,0,,0,0.0,0,68.2
10,Bryan Edwards,LVR,5,4,63,0,2,45,11.3,18,4.5,10.2,0,,0,0.0,0,118.7
11,Hunter Renfrow,LVR,5,4,13,2,2,12,3.0,1,0.3,4.8,0,,0,0.0,0,118.7
12,Josh Jacobs,LVR,2,2,12,0,1,-2,-1.0,14,7.0,-1.0,0,,0,0.0,0,91.7
13,Foster Moreau,LVR,2,2,50,0,1,8,4.0,42,21.0,4.0,0,,0,0.0,0,118.7
14,Jalen Richard,LVR,2,2,3,0,1,-8,-4.0,11,5.5,-4.0,0,,0,0.0,0,79.2
15,Darren Waller,LVR,9,2,22,0,1,5,2.5,17,8.5,7.6,0,,1,11.1,0,39.6
