,Player,Tm,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_1D,Re_YBC,Re_YBC/R,Re_YAC,Re_YAC/R,Re_ADOT,Re_BrkTkl,Rec/Br,Re_Drop,Re_DropPass%,Re_Int,Re_PassRating
0,Chris Evans,CIN,5,4,24,1,1,-7,-1.8,31,7.8,-1.4,2,2.0,0,0.0,0,126.2
1,Mitchell Wilcox,CIN,5,3,16,0,,8,2.7,8,2.7,3.8,1,3.0,1,20.0,0,65.4
2,Ja'Marr Chase,CIN,4,2,26,0,1,-3,-1.5,29,14.5,5.0,1,2.0,0,0.0,0,70.8
3,Trent Taylor,CIN,3,2,41,0,2,34,17.0,7,3.5,11.3,0,,0,0.0,0,109.7
4,Trayveon Williams,CIN,2,1,4,0,0,-7,-7.0,11,11.0,-3.5,1,1.0,0,0.0,0,56.2
5,Drew Sample,CIN,1,1,8,0,,-4,-4.0,12,12.0,-4.0,1,1.0,0,0.0,0,100.0
6,Stanley Morgan Jr.,CIN,2,1,8,0,,0,0.0,8,8.0,1.0,0,,0,0.0,0,60.4
7,Trenton Irwin,CIN,4,1,9,0,,6,6.0,3,3.0,15.8,0,,0,0.0,0,39.6
8,Mike Thomas,CIN,3,0,0,0,,0,,0,,13.0,0,,0,0.0,0,39.6
10,Jarvis Landry,CLE,8,6,75,1,3,49,8.2,26,4.3,6.5,1,6.0,0,0.0,0,143.2
11,Donovan Peoples-Jones,CLE,4,3,38,0,2,3,1.0,35,11.7,1.3,2,1.5,0,0.0,0,104.2
12,David Njoku,CLE,2,2,11,0,,9,4.5,2,1.0,4.5,0,,0,0.0,0,89.6
13,Demetric Felton,CLE,2,2,18,1,1,-8,-4.0,26,13.0,-4.0,0,,0,0.0,0,143.7
14,D'Ernest Johnson,CLE,1,1,10,0,1,-2,-2.0,12,12.0,-2.0,0,,0,0.0,0,108.3
15,Anthony Schwartz,CLE,3,1,13,0,1,13,13.0,0,0.0,9.3,0,,1,33.3,0,47.9
16,Nick Chubb,CLE,1,1,2,0,0,-5,-5.0,7,7.0,-5.0,1,1.0,0,0.0,0,79.2
17,Harrison Bryant,CLE,3,1,9,0,,5,5.0,4,4.0,10.0,0,,0,0.0,1,2.8
