,Player,Tm,KR#,KR_Yds,KR_Y/R,KR_TD,KR_Lng,PR#,PR_Yds,PR_Y/R,PR_TD,PR_Lng
0,Travis Benjamin,SFO,0,0,,0,0,1,14,14.0,0,14
1,Jamycal Hasty,SFO,1,11,11.0,0,11,0,0,,0,0
4,Brandon Powell,LAR,2,36,18.0,0,22,2,40,20.0,0,31
