,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Justin Herbert,LAC,34,64,383,20,29.9,629,9.8,258,7.6,4.0,125,3.7,4,6.3%,13,20.3%,3,5,1,6,10,14.7%,1,2.0
2,Derek Carr,LVR,20,36,186,10,25.6,280,7.8,88,4.4,2.4,98,4.9,1,3.1%,8,25.0%,3,10,0,3,6,15.4%,0,
3,Marcus Mariota,LVR,1,1,4,0,0.0,-4,-4.0,-4,-4.0,-4.0,8,8.0,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,0,
