,Player,Tm,DefInt,DefTgt,DefCmp,DefCmp%,DefAllowYds,DefYds/Cmp,DefYds/Tgt,DefAllowTD,DefAllowPassRating,DefDADOT,DefAir,DefAllowYAC,DefBlitz,DefQBHrry,DefQBKD,DefSk,DefPrss,DefCombo,DefMTKI,DefMTKI%
0,Terrell Edmunds,PIT,1,5,3,60.0%,31,10.3,6.2,0,38.3,8.6,20,11,1,1,0,0.0,1,3,0,0.0%
1,Cameron Sutton,PIT,1,5,3,60.0%,10,3.3,2.0,0,25.0,9.6,8,2,0,0,0,0.0,0,5,0,0.0%
2,Arthur Maulet,PIT,0,2,2,100.0%,47,23.5,23.5,0,118.7,13.0,26,21,2,0,1,0.0,1,4,0,0.0%
3,Joe Haden,PIT,0,3,2,66.7%,8,4.0,2.7,0,70.1,2.7,3,5,0,0,0,0.0,0,4,0,0.0%
4,Robert Spillane,PIT,0,2,1,50.0%,7,7.0,3.5,0,58.3,9.0,6,1,1,0,0,0.0,0,5,0,0.0%
5,Joe Schobert,PIT,0,1,1,100.0%,11,11.0,11.0,0,112.5,2.0,2,9,0,0,0,0.0,0,4,0,0.0%
6,Marcus Allen,PIT,0,2,1,50.0%,8,8.0,4.0,0,60.4,17.0,4,4,0,0,0,0.0,0,4,0,0.0%
7,Devin Bush Jr.,PIT,0,3,1,33.3%,11,11.0,3.7,0,45.1,15.3,3,8,2,0,0,0.0,0,4,0,0.0%
8,Ahkello Witherspoon,PIT,0,3,1,33.3%,5,5.0,1.7,0,42.4,0.3,-5,10,0,0,0,0.0,0,1,1,50.0%
9,Miles Killebrew,PIT,0,1,1,100.0%,1,1.0,1.0,0,79.2,0.0,0,1,0,0,0,0.0,0,2,0,0.0%
10,Minkah Fitzpatrick,PIT,0,5,1,20.0%,10,10.0,2.0,0,39.6,13.6,10,0,0,0,0,0.0,0,6,0,0.0%
11,T.J. Watt,PIT,0,0,0,,,,,,,,,,1,1,2,1.0,4,5,2,28.6%
12,Chris Wormley,PIT,0,0,0,,,,,,,,,,0,2,0,1.0,3,7,1,12.5%
13,Alex Highsmith,PIT,0,0,0,,,,,,,,,,3,1,0,0.0,1,4,0,0.0%
14,Cameron Heyward,PIT,0,0,0,,,,,,,,,,0,0,0,1.0,1,6,2,25.0%
15,Taco Charlton,PIT,0,0,0,,,,,,,,,,0,1,0,0.0,1,0,0,
16,Isaiahh Loudermilk,PIT,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%
17,Tre Norwood,PIT,0,1,0,0.0%,,,0.0,,39.6,-9.0,,,0,0,0,0.0,0,1,0,0.0%
18,James Pierre,PIT,0,1,0,0.0%,,,0.0,,39.6,10.0,,,0,0,0,0.0,0,1,0,0.0%
19,Kalen Ballage,PIT,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%
21,Kevon Seymour,BAL,0,8,7,87.5%,34,4.9,4.3,1,124.0,0.1,-2,36,2,0,0,1.0,1,3,1,25.0%
22,Jimmy Smith,BAL,0,7,7,100.0%,62,8.9,8.9,0,103.6,4.7,33,29,0,0,0,0.0,0,5,2,28.6%
23,Chris Westry,BAL,0,6,5,83.3%,54,10.8,9.0,1,143.7,8.7,30,24,0,0,0,0.0,0,4,0,0.0%
24,Patrick Queen,BAL,0,4,4,100.0%,24,6.0,6.0,0,91.7,1.3,5,19,2,0,0,0.0,0,4,2,33.3%
25,Tony Jefferson,BAL,0,4,3,75.0%,34,11.3,8.5,0,100.0,9.3,24,10,3,0,0,0.0,0,4,1,20.0%
26,Chris Board,BAL,0,2,2,100.0%,11,5.5,5.5,0,89.6,3.5,7,4,4,0,0,0.0,0,4,0,0.0%
27,Pernell McPhee,BAL,0,1,1,100.0%,8,8.0,8.0,0,100.0,0.0,0,8,3,0,1,0.0,1,0,0,
28,Tavon Young,BAL,0,4,1,25.0%,16,16.0,4.0,0,43.7,15.0,16,0,0,0,0,0.0,0,1,0,0.0%
29,Geno Stone,BAL,1,2,1,50.0%,7,7.0,3.5,0,18.7,3.5,-3,10,1,0,0,0.0,0,2,1,33.3%
30,Brandon Stephens,BAL,0,3,1,33.3%,6,6.0,2.0,0,42.4,9.3,5,1,0,0,0,0.0,0,6,0,0.0%
31,Justin Madubuike,BAL,0,1,1,100.0%,11,11.0,11.0,0,112.5,2.0,2,9,0,0,0,0.0,0,3,0,0.0%
32,Jaylon Ferguson,BAL,0,1,1,100.0%,3,3.0,3.0,0,79.2,0.0,0,3,1,0,0,0.0,0,0,0,
33,Chuck Clark,BAL,0,4,1,25.0%,5,5.0,1.3,0,39.6,8.8,6,-1,0,0,0,0.0,0,9,0,0.0%
34,Josh Bynes,BAL,0,3,1,33.3%,-2,-2.0,-0.7,0,42.4,6.0,-2,0,1,0,0,0.0,0,8,0,0.0%
35,Tyus Bowser,BAL,0,1,1,100.0%,7,7.0,7.0,0,95.8,5.0,5,2,1,0,0,0.0,0,6,0,0.0%
36,Brandon Williams,BAL,0,0,0,,,,,,,,,,0,1,0,0.0,1,6,0,0.0%
37,Justin Houston,BAL,0,0,0,,,,,,,,,,6,0,0,0.0,0,3,0,0.0%
38,Malik Harrison,BAL,0,0,0,,,,,,,,,,1,0,0,0.0,0,0,0,
39,Kristian Welch,BAL,0,1,0,0.0%,,,0.0,,39.6,12.0,,,0,0,0,0.0,0,0,0,
