,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Ryan Tannehill,TEN,23,32,287,16,48.5,327,10.2,181,7.9,5.7,106,4.6,0,0.0%,5,15.6%,1,10,4,6,11,33.3%,0,
2,Davis Mills,HOU,23,33,301,11,31.4,373,11.3,197,8.6,6.0,104,4.5,1,3.1%,7,21.9%,2,9,4,1,7,18.4%,3,4.7
