,Player,Tm,XPM,XPA,FGM,FGA,Pnt#,Pnt_yds,Pnt_Y/P,Pnt_Lng
0,Dustin Hopkins,LAC,3,3,1,2,0,0,,0
1,Ty Long,LAC,,,,,3,162,54.0,56
4,Daniel Carlson,LVR,2,2,5,5,0,0,,0
5,AJ Cole III,LVR,,,,,4,181,45.3,54
