,Player,Tm,PassCmp,PassAtt,PassYds,Pass1D,Pass1D%,PassIAY,PassIAY/PA,PassCAY,PassCAY/Cmp,PassCAY/PA,PassYAC,PassYAC/Cmp,PassDropPass,PassDropPass%,PassBadTh,PassBad%,PassSk,PassBlitz,PassHrry,PassHit,PassPrss,PassPrss%,PassScrm,PassYds/Scr
0,Mac Jones,NWE,20,30,261,8,25.0,243,8.1,156,7.8,5.2,105,5.3,0,0.0%,5,16.7%,2,12,4,1,7,21.2%,1,2.0
2,Tua Tagovailoa,MIA,15,22,109,7,30.4,104,4.7,42,2.8,1.9,67,4.5,1,4.8%,3,14.3%,1,3,2,0,3,11.5%,3,11.7
