,Player,Tm,PassCmp,PassAtt,PassYds,PassTD,PassInt,PassSk,PassYds/Cmp,PassLng,PassRate,R_Att,R_Yds,R_TD,R_Lng,Re_Tgt,Re_Rec,Re_Yds,Re_TD,Re_Lng,Re_Fmb,Re_Fl
0,Taylor Heinicke,WAS,9,18,120,0,0,3,21,40,71.5,2,3,0,3,0,0,0,0,0,1,0
1,Antonio Gibson,WAS,0,0,0,0,0,0,0,0,,21,146,1,27,3,1,5,0,5,0,0
2,Jonathan Williams,WAS,0,0,0,0,0,0,0,0,,7,45,0,23,0,0,0,0,0,0,0
3,Jaret Patterson,WAS,0,0,0,0,0,0,0,0,,6,21,0,7,2,2,14,0,8,0,0
4,DeAndre Carter,WAS,0,0,0,0,0,0,0,0,,1,11,0,11,1,0,0,0,0,0,0
5,Terry McLaurin,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,93,0,40,0,0
6,John Bates,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,5,0,5,0,0
7,Adam Humphries,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,3,0,3,0,0
8,Cam Sims,WAS,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
11,Jake Fromm,NYG,15,31,103,1,2,3,20,22,40.1,5,53,0,27,0,0,0,0,0,1,1
12,Saquon Barkley,NYG,0,0,0,0,0,0,0,0,,11,30,0,6,4,3,19,0,11,0,0
13,Devontae Booker,NYG,0,0,0,0,0,0,0,0,,8,14,0,6,2,2,12,0,6,0,0
14,Darius Slayton,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,29,1,22,0,0
15,Kenny Golladay,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,22,0,9,0,0
16,Kyle Rudolph,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,17,0,9,0,0
17,Evan Engram,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,5,1,4,0,4,0,0
18,Elijhaa Penny,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0
19,David Sills,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,0
20,Alex Bachman,NYG,0,0,0,0,0,0,0,0,,1,-3,0,-3,0,0,0,0,0,0,0
