,Player,Tm,R_Att,R_Yds,R_1D,R_YBC,R_YBC/Att,R_YAC,R_YAC/Att,R_BrkTkl,R_Att/Br
0,Trayveon Williams,CIN,9,38,3,21,2.3,17,1.9,5,1.8
1,Chris Evans,CIN,7,35,2,26,3.7,9,1.3,3,2.3
2,Brandon Allen,CIN,1,3,1,1,1.0,2,2.0,0,
3,Stanley Morgan Jr.,CIN,1,3,,3,3.0,0,0.0,0,
5,D'Ernest Johnson,CLE,25,123,8,105,4.2,18,0.7,1,25.0
6,Nick Chubb,CLE,9,58,3,14,1.6,44,4.9,3,3.0
7,Case Keenum,CLE,5,15,3,14,2.8,1,0.2,0,
8,Demetric Felton,CLE,1,6,0,6,6.0,0,0.0,0,
9,Anthony Schwartz,CLE,1,3,1,3,3.0,0,0.0,0,
